location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4967224,"Divine healer's Church, Bethlehem","pm1",21.983333587646484,"µg/m³","2025-08-03T01:00:00Z","2025-08-03T01:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",17.962499777475994,"µg/m³","2025-08-03T02:00:00Z","2025-08-03T02:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",16.90833346048991,"µg/m³","2025-08-03T03:00:00Z","2025-08-03T03:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",14.045833269755045,"µg/m³","2025-08-03T04:00:00Z","2025-08-03T04:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",20.05416663487752,"µg/m³","2025-08-03T05:00:00Z","2025-08-03T05:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",25.070833206176758,"µg/m³","2025-08-03T06:00:00Z","2025-08-03T06:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",30,"µg/m³","2025-08-03T07:00:00Z","2025-08-03T07:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",29.924999872843426,"µg/m³","2025-08-03T08:00:00Z","2025-08-03T08:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",25.533332983652752,"µg/m³","2025-08-03T09:00:00Z","2025-08-03T09:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",20.8666668732961,"µg/m³","2025-08-03T10:00:00Z","2025-08-03T10:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",19.150000163487025,"µg/m³","2025-08-03T11:00:00Z","2025-08-03T11:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",27.858333269755047,"µg/m³","2025-08-03T22:00:00Z","2025-08-03T22:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",27.75833336512248,"µg/m³","2025-08-03T23:00:00Z","2025-08-03T23:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
4967224,"Divine healer's Church, Bethlehem","pm1",24.391666571299236,"µg/m³","2025-08-04T00:00:00Z","2025-08-04T00:00:00Z","Africa/Accra",5.7045807,-0.0102789,,,,"AirGradient","AirGradient"
