location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2156118,"Nairobi","pm25",7.5,"µg/m³","2025-08-03T02:16:24Z","2025-08-03T05:16:24+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",7.76,"µg/m³","2025-08-03T02:33:36Z","2025-08-03T05:33:36+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",7.56,"µg/m³","2025-08-03T02:50:46Z","2025-08-03T05:50:46+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",7.47,"µg/m³","2025-08-03T03:07:52Z","2025-08-03T06:07:52+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",7.88,"µg/m³","2025-08-03T03:32:16Z","2025-08-03T06:32:16+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.44,"µg/m³","2025-08-03T03:49:28Z","2025-08-03T06:49:28+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",7.89,"µg/m³","2025-08-03T04:06:35Z","2025-08-03T07:06:35+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",9.76,"µg/m³","2025-08-03T05:15:04Z","2025-08-03T08:15:04+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8,"µg/m³","2025-08-03T05:32:10Z","2025-08-03T08:32:10+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.38,"µg/m³","2025-08-03T05:49:17Z","2025-08-03T08:49:17+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.78,"µg/m³","2025-08-03T06:06:24Z","2025-08-03T09:06:24+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",9.37,"µg/m³","2025-08-03T07:14:56Z","2025-08-03T10:14:56+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.52,"µg/m³","2025-08-03T07:32:06Z","2025-08-03T10:32:06+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.45,"µg/m³","2025-08-03T07:49:12Z","2025-08-03T10:49:12+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",9.66,"µg/m³","2025-08-03T08:06:23Z","2025-08-03T11:06:23+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",9.01,"µg/m³","2025-08-03T10:13:31Z","2025-08-03T13:13:31+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",10.07,"µg/m³","2025-08-03T10:30:42Z","2025-08-03T13:30:42+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",9.98,"µg/m³","2025-08-03T10:48:07Z","2025-08-03T13:48:07+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",9.3,"µg/m³","2025-08-03T11:05:14Z","2025-08-03T14:05:14+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",11.03,"µg/m³","2025-08-03T12:00:56Z","2025-08-03T15:00:56+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",9.12,"µg/m³","2025-08-03T12:18:02Z","2025-08-03T15:18:02+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.37,"µg/m³","2025-08-03T12:35:08Z","2025-08-03T15:35:08+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.98,"µg/m³","2025-08-03T12:52:14Z","2025-08-03T15:52:14+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",8.93,"µg/m³","2025-08-03T14:00:43Z","2025-08-03T17:00:43+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
2156118,"Nairobi","pm25",10.07,"µg/m³","2025-08-03T14:17:49Z","2025-08-03T17:17:49+03:00","Africa/Nairobi",-1.33159,36.91271,,,,"Clarity","Clarity"
