location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
1894637,"Nakuru","pm25",16.49,"µg/m³","2025-08-03T00:06:00Z","2025-08-03T03:06:00+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",14.21,"µg/m³","2025-08-03T02:06:21Z","2025-08-03T05:06:21+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",16.14,"µg/m³","2025-08-03T02:23:33Z","2025-08-03T05:23:33+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",12.96,"µg/m³","2025-08-03T02:40:45Z","2025-08-03T05:40:45+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",15.78,"µg/m³","2025-08-03T02:57:56Z","2025-08-03T05:57:56+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",16.15,"µg/m³","2025-08-03T03:15:08Z","2025-08-03T06:15:08+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",17.44,"µg/m³","2025-08-03T03:32:20Z","2025-08-03T06:32:20+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",15.58,"µg/m³","2025-08-03T03:49:31Z","2025-08-03T06:49:31+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",17.7,"µg/m³","2025-08-03T04:06:43Z","2025-08-03T07:06:43+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",22.51,"µg/m³","2025-08-03T05:15:29Z","2025-08-03T08:15:29+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",21.42,"µg/m³","2025-08-03T05:32:40Z","2025-08-03T08:32:40+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",16.66,"µg/m³","2025-08-03T05:49:52Z","2025-08-03T08:49:52+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",22.63,"µg/m³","2025-08-03T06:07:03Z","2025-08-03T09:07:03+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",15.42,"µg/m³","2025-08-03T07:15:48Z","2025-08-03T10:15:48+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",15.19,"µg/m³","2025-08-03T07:32:59Z","2025-08-03T10:32:59+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",13.4,"µg/m³","2025-08-03T07:50:10Z","2025-08-03T10:50:10+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",12.45,"µg/m³","2025-08-03T10:07:39Z","2025-08-03T13:07:39+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",12.95,"µg/m³","2025-08-03T10:24:50Z","2025-08-03T13:24:50+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",11.91,"µg/m³","2025-08-03T10:42:02Z","2025-08-03T13:42:02+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",11.85,"µg/m³","2025-08-03T10:59:13Z","2025-08-03T13:59:13+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",11.45,"µg/m³","2025-08-03T12:07:57Z","2025-08-03T15:07:57+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",11.39,"µg/m³","2025-08-03T12:25:09Z","2025-08-03T15:25:09+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",38.3,"µg/m³","2025-08-03T12:42:20Z","2025-08-03T15:42:20+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",12.38,"µg/m³","2025-08-03T12:59:31Z","2025-08-03T15:59:31+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",12.95,"µg/m³","2025-08-03T14:08:15Z","2025-08-03T17:08:15+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",13.14,"µg/m³","2025-08-03T14:25:26Z","2025-08-03T17:25:26+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",13.45,"µg/m³","2025-08-03T14:42:37Z","2025-08-03T17:42:37+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",14.02,"µg/m³","2025-08-03T14:59:48Z","2025-08-03T17:59:48+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",10.67,"µg/m³","2025-08-03T15:17:03Z","2025-08-03T18:17:03+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",9.73,"µg/m³","2025-08-03T15:34:14Z","2025-08-03T18:34:14+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",9.75,"µg/m³","2025-08-03T15:51:25Z","2025-08-03T18:51:25+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",14.3,"µg/m³","2025-08-03T17:00:09Z","2025-08-03T20:00:09+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",13.75,"µg/m³","2025-08-03T17:17:20Z","2025-08-03T20:17:20+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",10.56,"µg/m³","2025-08-03T17:34:31Z","2025-08-03T20:34:31+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",8.64,"µg/m³","2025-08-03T17:51:43Z","2025-08-03T20:51:43+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",5.32,"µg/m³","2025-08-03T20:09:30Z","2025-08-03T23:09:30+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",4.7,"µg/m³","2025-08-03T20:26:45Z","2025-08-03T23:26:45+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",6.26,"µg/m³","2025-08-03T20:43:56Z","2025-08-03T23:43:56+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
1894637,"Nakuru","pm25",4.11,"µg/m³","2025-08-03T21:01:07Z","2025-08-04T00:01:07+03:00","Africa/Nairobi",-0.2674,36.0218,,,,"Clarity","Clarity"
