location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4337368,"Nouvelle Pharmacie M'Pouto","co",0.28,"ppb","2025-08-03T09:00:00Z","2025-08-03T09:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.28,"ppb","2025-08-03T10:00:00Z","2025-08-03T10:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.28,"ppb","2025-08-03T11:00:00Z","2025-08-03T11:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.29,"ppb","2025-08-03T12:00:00Z","2025-08-03T12:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.29,"ppb","2025-08-03T13:00:00Z","2025-08-03T13:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.29,"ppb","2025-08-03T14:00:00Z","2025-08-03T14:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.29,"ppb","2025-08-03T15:00:00Z","2025-08-03T15:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.29,"ppb","2025-08-03T16:00:00Z","2025-08-03T16:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.31,"ppb","2025-08-03T17:00:00Z","2025-08-03T17:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.33,"ppb","2025-08-03T18:00:00Z","2025-08-03T18:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.31,"ppb","2025-08-03T19:00:00Z","2025-08-03T19:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.3,"ppb","2025-08-03T20:00:00Z","2025-08-03T20:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.3,"ppb","2025-08-03T21:00:00Z","2025-08-03T21:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.28,"ppb","2025-08-03T22:00:00Z","2025-08-03T22:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.29,"ppb","2025-08-03T23:00:00Z","2025-08-03T23:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","co",0.29,"ppb","2025-08-04T00:00:00Z","2025-08-04T00:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",22,"ppb","2025-08-03T09:00:00Z","2025-08-03T09:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",22,"ppb","2025-08-03T10:00:00Z","2025-08-03T10:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",23,"ppb","2025-08-03T11:00:00Z","2025-08-03T11:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",27,"ppb","2025-08-03T12:00:00Z","2025-08-03T12:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",27,"ppb","2025-08-03T13:00:00Z","2025-08-03T13:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",27,"ppb","2025-08-03T14:00:00Z","2025-08-03T14:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",27,"ppb","2025-08-03T15:00:00Z","2025-08-03T15:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",28,"ppb","2025-08-03T16:00:00Z","2025-08-03T16:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",29,"ppb","2025-08-03T17:00:00Z","2025-08-03T17:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",34,"ppb","2025-08-03T18:00:00Z","2025-08-03T18:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",35,"ppb","2025-08-03T19:00:00Z","2025-08-03T19:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",30,"ppb","2025-08-03T20:00:00Z","2025-08-03T20:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",29,"ppb","2025-08-03T21:00:00Z","2025-08-03T21:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",27,"ppb","2025-08-03T22:00:00Z","2025-08-03T22:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",28,"ppb","2025-08-03T23:00:00Z","2025-08-03T23:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","no2",27,"ppb","2025-08-04T00:00:00Z","2025-08-04T00:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",73.8,"µg/m³","2025-08-03T09:00:00Z","2025-08-03T09:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",72.8,"µg/m³","2025-08-03T10:00:00Z","2025-08-03T10:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",74.9,"µg/m³","2025-08-03T11:00:00Z","2025-08-03T11:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",80.8,"µg/m³","2025-08-03T12:00:00Z","2025-08-03T12:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",82,"µg/m³","2025-08-03T13:00:00Z","2025-08-03T13:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",81.3,"µg/m³","2025-08-03T14:00:00Z","2025-08-03T14:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",80.8,"µg/m³","2025-08-03T15:00:00Z","2025-08-03T15:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",83.4,"µg/m³","2025-08-03T16:00:00Z","2025-08-03T16:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",83.9,"µg/m³","2025-08-03T17:00:00Z","2025-08-03T17:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",91,"µg/m³","2025-08-03T18:00:00Z","2025-08-03T18:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",91.9,"µg/m³","2025-08-03T19:00:00Z","2025-08-03T19:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
4337368,"Nouvelle Pharmacie M'Pouto","o3",85.8,"µg/m³","2025-08-03T20:00:00Z","2025-08-03T20:00:00Z","Africa/Abidjan",5.329,-3.949,,,,"OpenAQ admin","Data354"
